"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"57","205.0695138552445","100.20096330590805","4.639589079921217","0","0.004899999999999904","0.009399999999999964","0.0004","1244.4444444444443","0.0006522113656711634","0","0.0006522113656711634","0.0006522113656711634","57_58:0.014633751124948025;57_56:0.02209735293961676","57_58:561.7777777777777;57_56:561.7777777777777","true"
"58","258.89980990550504","44.49872679406692","4.60946031216342","0","0.0033000000000000806","0.0046","0.0020000000000000018","1244.4444444444443","0.0004617532836678573","0","0.0004617532836678573","0.0004617532836678573","58_59:0.009587214332649474;58_71:0.021039099790803817","58_59:561.7777777777777;58_71:561.7777777777777","true"
"59","298.1048365572189","79.21688940604682","4.76998485110547","0","0.0015000000000000568","0.0018000000000000238","0.0012","1244.4444444444443","0.0001972508716509687","0","0.0001972508716509687","0.0001972508716509687","59_60:0.013149708819647804","59_60:561.7777777777777","true"
"60","350.4155640886084","256.51530369476785","4.51758880071049","0","0.006599999999999939","0.0074","0.005800000000000027","1244.4444444444443","0.00018801457571029188","0","0.00018801457571029188","0.00018801457571029188","60_61:0.009203720836348128","60_61:561.7777777777777","true"
"61","122.86955462441637","98.70657232776999","4.689285042647034","0","0.010399999999999965","0.015199999999999991","0.0056","1244.4444444444443","0.00032359485133011287","0","0.00032359485133011287","0.00032359485133011287","61_62:0.011839939970225588","61_62:561.7777777777777","true"
"62","195.89390369521863","25.495317158094426","4.647148973415401","0","0.022699999999999942","0.022599999999999953","0.0228","1244.4444444444443","0.0005747167551203428","0","0.0005747167551203428","0.0005747167551203428","","","true"
"63","80.02143100719312","29.912472444928873","4.507466798498427","0","0.022599999999999953","0.03979999999999995","0.0054","1244.4444444444443","0.001205828757774591","0","0.001205828757774591","0.001205828757774591","63_62:0.031373864788132144;63_64:0.014918344018266305","63_62:561.7777777777777;63_64:561.7777777777777","true"
"64","263.4648402907136","48.160741396245626","4.463156181672876","0","0.0044999999999999485","0.008199999999999985","0.0008","1244.4444444444443","0.0004627341671359121","0","0.0004627341671359121","0.0004627341671359121","64_65:0.018303270413634692","64_65:561.7777777777777","true"
"65","224.47674964714864","357.0072744231928","4.615245219163452","0","0.0039000000000000146","0.007000000000000006","0.0008","1244.4444444444443","0.000250366222673872","0","0.000250366222673872","0.000250366222673872","","","true"
"66","343.1676994689115","109.45151275595683","4.650759040252095","0","0.012599999999999945","0.0126","0.012599999999999945","1244.4444444444443","0.0016464933730092977","0","0.0016464933730092977","0.0016464933730092977","66_65:0.023833183043392298;66_67:0.020670969002093087","66_65:561.7777777777777;66_67:561.7777777777777","true"
"67","310.5195151933335","16.929865714739275","4.714534621504838","0","0.007600000000000051","0.011","0.0041999999999999815","1244.4444444444443","0.0003510636337795028","0","0.0003510636337795028","0.0003510636337795028","67_68:0.020718756057931442","67_68:561.7777777777777","true"
"68","146.28807600785925","100.78466978264393","4.612759385372887","0","0.01629999999999998","0.0168","0.015800000000000036","1244.4444444444443","0.00023152446517173527","0","0.00023152446517173527","0.00023152446517173527","68_69:0.009230598929224149;68_55:0.0097017273300197","68_69:561.7777777777777;68_55:561.7777777777777","true"
"69","237.6246237618058","134.29926658951103","4.551434618467778","0","0.0015000000000000568","0.0026000000000000467","0.0004","1244.4444444444443","0.00020901021023902894","0","0.00020901021023902894","0.00020901021023902894","69_70:0.00955444144832962","69_70:561.7777777777777","true"
"70","248.5162597502192","86.99523301025302","4.7119238616266905","0","0.0047000000000000375","0.007800000000000029","0.0016","1244.4444444444443","0.0002125184982080735","0","0.0002125184982080735","0.0002125184982080735","70_74:0.00624380812559816","70_74:561.7777777777777","true"
"71","88.98061261653788","39.60712582892994","4.546166252343946","0","0.019299999999999984","0.024599999999999955","0.014","1244.4444444444443","0.0009255479121359553","0","0.0009255479121359553","0.0009255479121359553","","","true"
"72","264.12924731785336","230.79945395588578","4.576614601655456","0","0.0024999999999999467","0.0043999999999999595","0.0006","1244.4444444444443","0.0002785564310490721","0","0.0002785564310490721","0.0002785564310490721","72_62:0.008490932364125098;72_81:0.008863503040532655","72_62:561.7777777777777;72_81:561.7777777777777","true"
"73","215.40711880515252","96.67133494622158","4.82209404471584","0","0.008000000000000007","0.010199999999999987","0.0058","1244.4444444444443","0.0001880325339137065","0","0.0001880325339137065","0.0001880325339137065","73_66:0.022728690004956947;73_85:0.011676122669815436","73_66:561.7777777777777;73_85:561.7777777777777","true"
"74","370.1557769035594","308.26037302224415","4.609667339920899","0","0.059799999999999964","0.067","0.05259999999999998","1244.4444444444443","0.00014191741962489346","0","0.00014191741962489346","0.00014191741962489346","","","true"
"75","243.38595231483643","99.97624697673692","4.787402185310064","0","0.0030000000000000027","0.004","0.0020000000000000018","1244.4444444444443","0.00021064470184655249","0","0.00021064470184655249","0.00021064470184655249","75_90:0.006806834480387658;75_76:0.00514092298241095","75_90:561.7777777777777;75_76:561.7777777777777","true"
"76","347.04212274689274","401.38864622083645","4.683345595140192","0","0.0023999999999999577","0.0043999999999999595","0.0004","1244.4444444444443","0.00012206965181317334","0","0.00012206965181317334","0.00012206965181317334","76_77:0.00913947343005933","76_77:561.7777777777777","true"
"77","323.9570085227408","197.67232874989622","4.576660656103545","0","0.0032999999999999696","0.0052","0.0013999999999999568","1244.4444444444443","0.0010462922089824267","0","0.0010462922089824267","0.0010462922089824267","77_78:0.015291474705041552;77_71:0.017810101370560688","77_78:561.7777777777777;77_71:561.7777777777777","true"
"78","307.25243197430694","360.16339596556946","4.483446325099712","0","0.0019000000000000128","0.0036000000000000476","0.0002","1244.4444444444443","0.00023200731054554542","0","0.00023200731054554542","0.00023200731054554542","","","true"
"79","284.5884892876421","77.37506103095302","4.570753648061639","0","0.01639999999999997","0.012199999999999989","0.0206","1244.4444444444443","0.0007571711126233811","0","0.0007571711126233811","0.0007571711126233811","79_78:0.008760629524972419","79_78:561.7777777777777","true"
"80","33.90313506727854","29.15797368140849","4.600459922854673","0","0.12219999999999998","0.1764","0.068","1244.4444444444443","0.006907561956383248","0","0.006907561956383248","0.006907561956383248","80_81:0.047055826682409485;80_79:0.06248931937076235","80_81:561.7777777777777;80_79:561.7777777777777","true"
"81","257.8373191967425","95.64091277478609","4.498657961309217","0","0.005300000000000082","0.006000000000000005","0.0046","1244.4444444444443","0.0002623579708027264","0","0.0002623579708027264","0.0002623579708027264","","","true"
"82","183.8683734148533","98.610045325505","4.60230584737739","0","0.01639999999999997","0.03200000000000003","0.0008","1244.4444444444443","0.00033178869910140883","0","0.00033178869910140883","0.00033178869910140883","82_83:0.00816344099816299;82_81:0.011467650129421164","82_83:561.7777777777777;82_81:561.7777777777777","true"
"83","328.4684580086689","36.48757758801802","4.636300454916315","0","0.01550000000000007","0.019","0.01200000000000001","1244.4444444444443","0.00033223145564368104","0","0.00033223145564368104","0.00033223145564368104","","","true"
"84","165.0804122349339","101.82394056238196","4.749601673414875","0","0.012799999999999923","0.022199999999999998","0.0034","1244.4444444444443","0.0006313793317127097","0","0.0006313793317127097","0.0006313793317127097","84_83:0.00813400105828016","84_83:561.7777777777777","true"
"85","372.527730098817","259.0794524278259","4.586878851250555","0","0.0026999999999999247","0.0044","0.0010000000000000009","1244.4444444444443","0.00011394024042565783","0","0.00011394024042565783","0.00011394024042565783","85_86:0.0281060176444366;85_84:0.015281470212062609","85_86:561.7777777777777;85_84:561.7777777777777","true"
"86","198.29791472853836","128.057589127646","4.756363319613215","0","0.042300000000000004","0.04420000000000002","0.0404","1244.4444444444443","0.0006416424756552923","0","0.0006416424756552923","0.0006416424756552923","","","true"
"87","189.94496922187656","67.30382323773762","4.725081069728816","0","0.020199999999999996","0.024800000000000044","0.0156","1244.4444444444443","0.0005732405999002728","0","0.0005732405999002728","0.0005732405999002728","87_93:0.01552408054815163;87_86:0.012088992846144536","87_93:561.7777777777777;87_86:561.7777777777777","true"
"88","206.06749274040683","35.292200020428304","4.566478907671847","0","0.009300000000000086","0.012800000000000034","0.0058","1244.4444444444443","0.000246287114376448","0","0.000246287114376448","0.000246287114376448","88_89:0.017019938322477973;88_87:0.02376348715269086","88_89:561.7777777777777;88_87:561.7777777777777","true"
"89","289.0226673245977","188.8285844212523","4.796709366177189","0","0.047599999999999976","0.0484","0.04679999999999995","1244.4444444444443","0.0001124004024800935","0","0.0001124004024800935","0.0001124004024800935","89_74:0.01860935372080577","89_74:561.7777777777777","true"
"90","240.03790099783726","243.13390005831917","4.704271038080013","0","0.016599999999999948","0.03080000000000005","0.0024","1244.4444444444443","0.0006742748236739878","0","0.0006742748236739878","0.0006742748236739878","","","true"
"91","350.4591452295694","92.04921556386954","4.709011938127591","0","0.0026999999999999247","0.0040000000000000036","0.0014","1244.4444444444443","0.00022755190736128766","0","0.00022755190736128766","0.00022755190736128766","91_79:0.01623966270156252;91_98:0.012305987743394114","91_79:561.7777777777777;91_98:561.7777777777777","true"
"92","280.62652712489603","78.1759893766297","4.729506515010961","0","0.0019000000000000128","0.0023999999999999577","0.0014","1244.4444444444443","0.00015246640668274065","0","0.00015246640668274065","0.00015246640668274065","92_83:0.009272767213786282;92_102:0.008724631888425288","92_83:561.7777777777777;92_102:561.7777777777777","true"
"93","248.59611316922013","141.6927678914445","4.678338509540849","0","0.009800000000000031","0.013000000000000012","0.0066","1244.4444444444443","0.0004721596511691387","0","0.0004721596511691387","0.0004721596511691387","93_106:0.013789503676632259","93_106:561.7777777777777","true"
"94","254.90342165275814","183.25132366721436","4.876135706375553","0","0.00649999999999995","0.0068","0.006199999999999983","1244.4444444444443","0.00014529061186178844","0","0.00014529061186178844","0.00014529061186178844","94_90:0.007324070476874306;94_95:0.010848163638976394","94_90:561.7777777777777;94_95:561.7777777777777","true"
"95","267.91107679420054","20.84084204427947","4.597069930950647","0","0.009300000000000086","0.012800000000000034","0.0058","1244.4444444444443","0.00027095129728539244","0","0.00027095129728539244","0.00027095129728539244","","","true"
"96","280.16667848536906","182.66581819576768","4.73300762350649","0","0.0035000000000000586","0.0048","0.0021999999999999797","1244.4444444444443","0.00015705917247670843","0","0.00015705917247670843","0.00015705917247670843","96_95:0.008164352507253336;96_109:0.010575812022359077;96_97:0.007413906597689063","96_95:561.7777777777777;96_109:561.7777777777777;96_97:561.7777777777777","true"
"97","294.7529691421853","320.5812525775508","4.806691164617051","0","0.0014000000000000679","0.0021999999999999797","0.0006","1244.4444444444443","0.00012710228088853347","0","0.00012710228088853347","0.00012710228088853347","97_98:0.009545245764547905","97_98:561.7777777777777","true"
"98","410.8510684921512","35.06998984437307","4.608993016268003","0","0.009800000000000031","0.0128","0.006800000000000028","1244.4444444444443","0.0005704657194581144","0","0.0005704657194581144","0.0005704657194581144","98_99:0.011731139055395218","98_99:561.7777777777777","true"
"99","306.50153715482253","94.78036178748069","4.5745090981596155","0","0.0031000000000001027","0.0046000000000000485","0.0016","1244.4444444444443","0.0003336230795522714","0","0.0003336230795522714","0.0003336230795522714","","","true"
"100","191.53810350210676","78.69415790534065","4.647304672109836","0","0.0020999999999999908","0.0040000000000000036","0.0002","1244.4444444444443","0.0003521236003361541","0","0.0003521236003361541","0.0003521236003361541","100_99:0.014192420385890164;100_110:0.011478958068906336","100_99:561.7777777777777;100_110:561.7777777777777","true"
"101","283.4202458226931","342.4349258861656","4.724306623034043","0","0.0022999999999999687","0.0040000000000000036","0.0006","1244.4444444444443","0.0002279065004798625","0","0.0002279065004798625","0.0002279065004798625","101_100:0.009692366252320117;101_102:0.012589891672269676","101_100:561.7777777777777;101_102:561.7777777777777","true"
"102","109.29812567655185","165.25308658371702","4.604318127402081","0","0.00550000000000006","0.0078","0.0031999999999999806","1244.4444444444443","0.0002965204811571395","0","0.0002965204811571395","0.0002965204811571395","","","true"
"103","227.63249949647715","134.5781579902249","4.664323251001181","0","0.0010000000000000009","0.0020000000000000018","0","1244.4444444444443","0.00013675740357361012","0","0.00013675740357361012","0.00013675740357361012","103_102:0.009007948644056574;103_104:0.00723729407011911","103_102:561.7777777777777;103_104:561.7777777777777","true"
"104","165.21272515257974","31.7908520816432","4.802224652568345","0","0.006700000000000039","0.0096","0.0038000000000000256","1244.4444444444443","0.00042386879296642027","0","0.00042386879296642027","0.00042386879296642027","","","true"
"105","139.23573749973303","83.39481248362621","4.739890795173361","0","0.0043999999999999595","0.0072","0.0016000000000000458","1244.4444444444443","0.0007689886091385999","0","0.0007689886091385999","0.0007689886091385999","105_104:0.012881503084416157;105_106:0.014562151181931327","105_104:561.7777777777777;105_106:561.7777777777777","true"
